Transaction_ID,Date,Country,Product_ID,Product_Name,Category,Price_per_Unit,Quantity_Purchased,Cost_Price,Discount_Applied,Payment_Method,Customer_Age_Group,Customer_Gender,Store_Location,Sales_Rep
caf81688-46b5-4a2a-90e1-44dd97d53752,2025-06-06,US,39da39f9-122b-4158-b66f-69d3efc4b081,Whatever,Clothing,422.18,10,349.06,29.45,Credit Card,Senior,Male,Chicago,Mark Schaefer
59c445ea-4070-41fc-a08b-56719fff30f8,2025-04-06,US,07e520e4-3b35-43e5-b093-21086d0a7ecf,Important,Toys,262.86,5,227.15,23.8,Mobile Payment,Young,Male,New York,Nicole Blackwell
cd22f531-3f6b-4b52-ae7e-db8f0a0f735f,2025-01-12,US,4ef811c1-ac87-4b8c-816a-48697a593aa9,Might,Clothing,170.76,3,140.84,13.62,Credit Card,Young,Other,Los Angeles,Kayla Nguyen
9424e3c4-d90b-435b-a000-e945526e1f59,2025-05-07,US,c5617679-d7fa-4bf2-a3c9-f6a70fd84e1d,Yeah,Home & Kitchen,48.8,8,35.16,2.69,Cash,Senior,Female,New York,Jacqueline Peterson
ac1b351a-3e1b-4b9c-a979-51a301cfc095,2025-03-03,US,4f1f2b1a-e340-46e0-9722-da9689a0bb3c,Degree,Beauty,335.78,8,297.51,43.62,Credit Card,Young,Male,New York,Johnny Collins
7d811cd3-5f37-45a0-ab95-6db96900166f,2025-05-01,US,c415b5da-6031-4fa6-9ee0-f9fc92d002fd,Mind,Toys,137.48,3,94.65,27.29,Mobile Payment,Adult,Female,New York,Maria Carter
0c6671ac-3612-4575-84ed-5406d8bafc61,2025-07-09,US,ce87ef9f-fc7f-40fb-a4a7-7b20bbdab334,Mouth,Home & Kitchen,300.39,2,190.91,45.99,Mobile Payment,Young,Other,Chicago,Lee Dorsey
cee01ce2-07e6-404d-bdd6-8a97d689c909,2025-06-08,US,a2e1e08a-bb0b-4aab-bef1-ecb9a9384195,Politics,Toys,298.32,6,207.38,54.59,Credit Card,Young,Female,Chicago,Meredith Lynn
6de89128-eae7-458f-b6f7-91c4e2a05690,2025-02-04,US,f818cbbf-453a-44cb-ba7d-52e308862edb,Nature,Home & Kitchen,98.75,3,64.44,6.92,Mobile Payment,Young,Other,Los Angeles,Carolyn Campbell
2195201d-c52e-407d-87df-ffd833e65a50,2025-04-04,US,db63b8ff-9053-4b2e-a3c7-7d204872483c,However,Toys,273.65,10,182.4,27.85,Cash,Young,Other,New York,Shelly Brooks
1c58be4c-c3d2-4ecf-8471-40af403883b2,2025-11-10,US,a9549b3a-476d-4287-a438-96cc3406e57d,Dog,Electronics,26.4,5,16.84,1.33,Cash,Young,Female,Chicago,Christopher Snyder
d6d5e294-8d7d-462b-9b6a-a1582c88c5e1,2025-06-06,US,2dadf113-ca67-4cad-b4f4-3fa0d77c0d47,Six,Beauty,108.31,2,93.87,4.49,Credit Card,Adult,Male,New York,Cassidy Wilson
d6ee612c-0dbe-42cf-b18d-730130b0223a,2025-12-01,US,dafa485d-a028-4618-a38a-b866c72ae27b,After,Toys,47.37,9,39.84,5.59,Cash,Adult,Other,Los Angeles,Cynthia Goodwin
950092c1-e491-48f4-9b95-8361be7ea0ae,2025-09-08,US,93bb0388-b1ee-4780-9201-d5be2be59377,Item,Electronics,292.2,2,224.23,7.57,Cash,Adult,Female,Los Angeles,David Sanchez
6e15bfa4-cf97-46f2-94a8-fd52d6cdd80a,2025-03-02,US,43ab73fa-8098-462b-b1a2-d232177cd4fa,Learn,Sports,460.16,1,374.36,9.16,Credit Card,Adult,Female,Chicago,Katie Nunez
b9562415-b2a5-4bde-a878-b488b537c8f6,2025-09-08,US,57b41c16-0b5a-4eb3-ac26-bffc754cc786,Improve,Toys,24.87,4,22.3,3.71,Cash,Senior,Male,Los Angeles,Joshua Cox
6f83a748-74a1-469a-b438-327b5bb1889c,2025-04-06,US,f2d20ad8-bc37-41ee-988a-410b25a97734,Some,Home & Kitchen,110.01,6,73.52,19.34,Cash,Senior,Male,Los Angeles,Joseph Roberts
b4148879-4df8-47b6-8901-d48b3944a95f,2025-03-02,US,8e3c53e9-6680-46e9-a9d3-356fb6fc56bb,Director,Home & Kitchen,205.76,9,154.56,25.47,Cash,Young,Other,New York,Ryan Collins
c8133d40-390b-4e65-b5a8-1676241699ba,2025-06-01,US,fb68508a-2f42-45d8-869c-6c2b78d36134,Quite,Toys,176.37,7,128.62,2.49,Mobile Payment,Senior,Female,Chicago,Samantha Perry
0e7a868b-546f-471f-87fa-d3036c19c212,2025-06-06,US,165a501e-3424-41de-a110-377aeab72573,Help,Clothing,88.79,4,63.05,3.34,Cash,Adult,Other,New York,Brandon Myers
9d4c9df2-40aa-4fd4-861d-1c90f91a4ee4,2025-11-10,US,7d773558-6a63-4192-a71e-fd4282c632db,Them,Sports,214.46,8,142.12,18.61,Cash,Senior,Other,New York,John Blair
fbfba20c-cd39-4cf2-8b3d-0d804f284d8e,2025-04-02,US,9949c316-4dbe-4045-8799-ffbdc4b6aeae,East,Beauty,453.76,10,316.18,83.11,Credit Card,Senior,Female,Los Angeles,Daniel Hanson
d965722c-1fbb-4e42-a33e-b84e138eea4a,2025-07-07,US,1c35d36a-a28a-440e-97a8-319893743718,Tax,Electronics,362.9,1,311.32,22.92,Credit Card,Senior,Other,Los Angeles,Dylan Ramirez
62430ece-dde8-49a3-b0ec-e29737f3ab1d,2025-02-01,US,538cd05d-f175-491b-a128-24984e764faa,Job,Sports,57.25,9,51.1,0.59,Mobile Payment,Senior,Female,Los Angeles,Judy Walker
01547d7c-ce9d-4f3d-8600-f5d85deeaaf8,2025-08-07,US,cebaa7fe-4d67-4a4c-a124-0425f4f56b2c,Common,Clothing,84.94,10,51.47,0.69,Credit Card,Adult,Female,New York,Maria Young
de5c8f0e-9336-4cae-b1f0-223cf6e6eab2,2025-07-07,US,ee7b934c-52c7-449b-a8b2-a299f7f18ffb,Likely,Beauty,465.69,7,306.53,57.13,Credit Card,Adult,Other,Chicago,Richard Oneill
616668b1-5dad-4c10-ba2e-f53fc759cff1,2025-05-02,US,3285f24c-070b-4a11-93fd-4ad2b49b946e,Until,Electronics,315.81,2,243.37,19.11,Mobile Payment,Young,Male,New York,Jessica Gay
d4055f77-4c41-4040-bf3d-0d9b19296580,2025-03-02,US,f647f256-1687-4f06-9294-f33f6de872ee,Help,Toys,473.31,7,295.21,39.29,Credit Card,Adult,Male,Los Angeles,Teresa Valencia
81f5a042-2335-4edd-8b86-f34f519c5eb9,2025-02-02,US,7aa31cae-cbe8-4238-9535-dd45e9280d21,Style,Beauty,117.87,5,90.68,18,Mobile Payment,Young,Female,New York,Valerie Parker
ad131295-2a7a-46dd-b3b8-4bd16968c7fb,2025-12-02,US,ff7c612a-90bb-4fb9-8349-49f4aaad8f40,Not,Electronics,198.05,4,120.1,1.99,Cash,Young,Other,New York,Charles Hall
06167635-1d0f-4ed9-964a-862a55ef033f,2025-02-02,US,405670e3-2427-495a-a163-c6e8c23c1053,Then,Sports,65.81,4,54.48,4.19,Cash,Adult,Other,Los Angeles,Andrew Patel
4b37c880-26d5-4573-9d8d-8db6d6d5641f,2025-06-01,US,16166286-737b-4054-861c-61a382ab3446,Rich,Clothing,103.46,8,69.75,12.01,Credit Card,Young,Female,Chicago,Teresa Hubbard
bb97f05e-3029-4437-9feb-b23c7211228d,2025-11-01,US,78cff347-2cc5-4ad7-b16d-9a41f1690f27,Hotel,Toys,461.4,4,281.34,63.05,Credit Card,Senior,Other,Los Angeles,William Turner
76259e73-84d5-4ee6-91a6-bb8acbd4e9d9,2025-04-02,US,f5be8b9d-9d18-46b7-a27c-68ba39b7834e,Maintain,Sports,150.36,9,123.65,7,Credit Card,Adult,Female,Los Angeles,Deborah Anderson
9f36a233-75f0-403e-a7dc-d52d42069e57,2025-11-02,US,c08972b6-0b18-4f21-a316-4cdcff5fdb54,Indicate,Home & Kitchen,423.54,10,306.06,47.19,Mobile Payment,Senior,Male,Los Angeles,Brandon Ward
d8a54378-823f-41da-9e2a-e5ab7ec9ee93,2025-07-01,US,03c905fb-1e68-49b5-b6e8-7af45ee465c7,So,Toys,28.14,8,17.16,4.23,Mobile Payment,Adult,Female,New York,Jeffrey Mathews
331a615a-9c61-4102-b105-37e038c5a268,2025-04-02,US,a3f7dbff-0a1a-4e99-96a9-77adcda1a4ee,Enough,Home & Kitchen,274.83,6,201.35,40.61,Cash,Senior,Other,New York,Todd Garcia
b9d7d77c-cb0e-4690-937c-aa330aeb6a51,2025-08-01,US,da1202c2-076c-4fb7-8470-2abf8804fc5b,Continue,Sports,207.76,4,155.42,11.11,Credit Card,Senior,Male,Los Angeles,Christopher Morales
e90f9178-5c94-4dac-9727-d834990279f0,2025-06-02,US,c0579790-a228-46b1-8bed-3cdde42b5a7d,Political,Sports,146.22,9,98.99,14.96,Cash,Senior,Female,Chicago,Steven Lamb
6ee1af49-7079-4125-a92c-1bb0bd3dfc2f,2025-05-02,US,e6fbaad4-9373-486f-be0a-dc509d0ca44e,Environment,Home & Kitchen,352.09,1,306.6,30.38,Mobile Payment,Senior,Male,Chicago,Kirk Johnson
8f9ea888-e257-4149-ad61-b99e6284c83f,2025-03-02,US,11e3b829-a55c-484d-b148-8ad64c32936f,Well,Electronics,111.66,6,83.39,7,Cash,Adult,Other,New York,Albert Mitchell
8be23e3f-9749-4e94-8825-510866eb26da,2025-04-01,US,d946547f-a9c7-418d-887c-9691f22cd222,Tree,Toys,443.68,6,309.41,23.92,Cash,Adult,Other,New York,Chelsea Hunter
961d8b5a-43df-4b0b-bbcf-375459d055f2,2025-07-02,US,fe6dc9cf-edd2-418b-86a7-50aad96e998c,Now,Beauty,323.51,6,235,48.5,Credit Card,Senior,Other,New York,Sally Keller
03dce3a3-d1bb-4baa-9f25-3fed69d475c3,2025-04-01,US,ae4dcb0c-8a48-402f-8027-0ebabaa49a4a,Send,Toys,30.74,8,26.95,4.89,Cash,Young,Female,Los Angeles,William Ramos
49a58d1a-a8cc-4074-a3bb-b0b9c75c2023,2025-04-02,US,6911060b-118f-4049-a9ee-01ce23c3fbc5,Discussion,Home & Kitchen,487.02,9,357.82,71.25,Cash,Adult,Male,New York,Craig Harris
9369ed68-916a-467b-9fd2-de9d46389ee3,2025-08-02,US,b88f4d5a-c094-40f6-9b00-dd1cbc8082f8,Could,Sports,238.95,10,150.83,0.78,Cash,Senior,Other,Chicago,Susan Boone
57b5ed17-37bb-42ef-a105-375c63b2d0bb,2025-10-02,US,2f915807-3bd4-4107-8c47-461a7d76389b,Pick,Toys,108.69,3,68.43,17.2,Mobile Payment,Adult,Other,New York,Christopher Taylor
d55538c4-1e54-4983-8754-cf8ef3b7a05b,2025-06-02,US,b5d0c927-fcd3-45c8-bc40-7104f2763a84,Voice,Beauty,61.13,10,37.06,1.89,Cash,Senior,Female,Chicago,Joanna Rush
ca6daae5-26f7-481f-a640-c6fdada919b4,2025-11-02,US,98d7899e-a9e9-421d-b5e7-3ac638f817c2,Walk,Toys,483.98,9,428.84,72.3,Mobile Payment,Senior,Male,New York,Jeff Gonzalez
1c0f01ea-c5da-4346-8c2f-25e8c98c7ea9,2025-02-02,US,7105d3c4-46f1-40a8-b672-8a24dbfaf4a6,Produce,Clothing,465.19,3,307.4,42.33,Cash,Senior,Female,New York,Sara Mccall
67079efc-7e9c-49db-a5ca-b5d6572fc7f5,2025-05-02,US,48a8551e-8fe5-459d-8b6f-195060c12851,Success,Toys,121.17,2,90.07,15.55,Credit Card,Senior,Other,Los Angeles,Jennifer Garcia
e708b16d-0b12-42c3-ba9d-22b812dcb869,2025-11-01,US,1cb94675-bbe0-4ac0-a2de-fd8503b8e3b9,Plant,Home & Kitchen,183.01,9,150.66,4.93,Cash,Adult,Male,Los Angeles,Savannah White
dcf507d5-25ed-419e-a23b-193d52fcb29e,2025-03-02,US,6f4dd2e9-a551-48ef-a807-afb62b9f7fda,Tend,Electronics,177.96,5,138.56,12.92,Credit Card,Young,Other,Chicago,Scott King
eddc9a81-96af-4ece-af16-d3b58289f59b,2025-03-02,US,b2490b21-ea4e-411d-a5a7-8806268d0f32,Total,Sports,51.17,5,38.72,10.06,Mobile Payment,Adult,Female,New York,Donna Smith
2a4c798a-d39a-408c-871b-ffe02aea5b4c,2025-02-02,US,817c93c5-5e49-4fea-a2af-1a499765367d,Serve,Sports,415.79,2,311.32,22.24,Mobile Payment,Adult,Male,Los Angeles,Ashley Phillips
f846af35-aa25-49d1-96fa-0ba73590b57e,2025-09-02,US,7fa9f85b-7c11-458e-83f7-a565d6f4b82d,Pattern,Home & Kitchen,243.49,1,188.02,36.77,Cash,Senior,Other,Los Angeles,Kyle Harris
a65b6b71-57bf-4b2f-ae75-59db18c94b80,2025-01-01,US,dfefee0c-413c-46c9-9c55-f280a17ee9b9,Six,Clothing,19.26,10,16.14,2.17,Cash,Young,Other,New York,Justin Cox
515188ff-d7d2-4999-bd0e-ca91e2e4eef3,2025-11-02,US,867e6044-128e-47ef-879a-313cdaec43aa,Yet,Home & Kitchen,261.04,5,198.5,40.47,Credit Card,Senior,Female,Los Angeles,Mitchell King
3686b0d6-fa96-4f9b-8b63-7bfb0e74bd91,2025-04-02,US,28f218dc-a3cc-435e-a3e4-e1b727943a08,Piece,Home & Kitchen,384.71,8,330.48,41.34,Cash,Adult,Male,New York,Michael Butler
58c9a7c5-08ac-4529-83ad-5db9b80bf934,2025-11-02,US,4a3e9558-51e5-4b6c-ab44-f6e6e4e0d644,Director,Electronics,130.69,10,87.08,14.4,Mobile Payment,Young,Male,Chicago,Cindy Winters
c843071a-e926-47ba-bbbb-3f9178fca6d9,2025-06-02,US,45923e94-422e-410c-acb6-98f3eef52cc5,Own,Beauty,343.48,1,290.16,16.85,Mobile Payment,Young,Other,Los Angeles,Suzanne Martinez
5a823a92-0bfd-4e3a-8e65-80089c2fcf6a,2025-11-02,US,574eb7a1-b244-4081-af8d-c8c29a70df07,Administration,Clothing,311.61,7,204.64,39.96,Cash,Senior,Male,New York,Nicholas Huber
f8996f50-504f-43f4-a420-8b1f1813652d,2025-04-02,US,9d96b388-2274-428e-a7e8-e90640391c39,Why,Home & Kitchen,200.37,4,150.54,17.5,Mobile Payment,Senior,Other,Los Angeles,Deborah Tran
9cc2bab2-5ba2-4f14-b7a7-95f6b8defb00,2025-03-01,US,456e7765-ad8a-4f95-864a-609abef97a56,Someone,Home & Kitchen,366.6,2,291.88,52.66,Credit Card,Adult,Female,Chicago,Pamela Moore
c4bf17c2-3135-4c7c-bc8d-d5c83227e8f7,2025-12-02,US,41baad09-b050-4898-b5ab-bffa1aa4eccb,Challenge,Electronics,13.66,2,12.11,2.14,Cash,Young,Male,Los Angeles,Brandon Johnson
43ddee69-d921-48c3-a06e-d8a0a37253ac,2025-07-01,US,3c1e0e9f-5561-4565-b4f2-9539e141c487,During,Clothing,73.38,4,46.24,12.06,Mobile Payment,Young,Other,New York,James Burke
48e40031-b5a5-4ab6-9cad-b48151b87f8f,2025-11-01,US,085f653a-4618-4c9f-9704-31b1a92f3ae4,Hope,Clothing,45.83,6,34.57,3.48,Credit Card,Senior,Other,Chicago,Thomas Williams
50259e66-ad71-4e6a-8156-c097288c70fd,2025-06-01,US,892a3062-7cfc-4552-a24e-9520d7712456,Direction,Home & Kitchen,164.88,9,113.87,1.38,Cash,Young,Female,Los Angeles,Gregory Nguyen
65020f54-8793-4637-b61d-aa7f174c3a92,2025-12-02,US,9361752a-b49d-4940-9513-deefcc18e3fb,Provide,Beauty,463.83,2,349.28,16.61,Mobile Payment,Adult,Female,Los Angeles,Rachel Ross
0978d34d-1609-490d-a18b-553007d90d07,2025-05-01,US,6af55cdb-28c3-4c6e-9e41-46903fa731ab,Create,Home & Kitchen,193.27,9,150.94,33.43,Cash,Adult,Other,New York,Danielle Cross
13a17f83-a46b-4cb1-92a6-5a9da3e887c1,2025-02-02,US,fd6cf4c4-eec8-4c67-b86f-e7bc98a05403,Republican,Toys,391.69,6,295.43,23.5,Mobile Payment,Senior,Male,New York,Maurice Porter
9322a042-703b-40a6-ae27-fac36409d9ce,2025-07-02,US,5b130521-d8c0-4a2b-b8d4-d3bf5efe161a,Close,Home & Kitchen,453.71,9,386.7,66.79,Credit Card,Adult,Female,New York,Elizabeth Gonzalez
54b6baac-b5e6-4f8f-a80f-3af1794df756,2025-08-02,US,a3010136-2b03-4e7a-9b50-0cccc297df9a,Project,Toys,107.83,3,90.15,21.16,Cash,Adult,Female,New York,Rebecca Foley
48194cf4-bb5d-483d-8f9b-8ae7455719ba,2025-06-02,US,11bab808-a34e-4cff-902c-889bf055f35d,Life,Home & Kitchen,321.03,1,194.11,39.86,Mobile Payment,Adult,Other,Chicago,Jenny Mitchell
53668f39-f845-4f38-940f-49306b105464,2025-09-01,US,6a8c9c40-d258-4d6e-a4a3-c5b68ca87a60,Floor,Electronics,113.4,6,87.32,1.43,Mobile Payment,Young,Female,New York,Ronald Santos
ba367d41-c75b-4ceb-9373-d52c721eda6a,2025-08-01,US,adad06f8-3a1d-4fea-a3ce-5684314ccd12,Though,Toys,105.72,9,83.77,13.97,Mobile Payment,Young,Other,Los Angeles,Linda Thomas
69f75461-5f7b-4a53-8647-a0be8f2476b6,2025-05-02,US,874976e8-b401-4d90-a0c0-9131509d86a7,Prepare,Sports,113.71,6,96.8,16.78,Credit Card,Adult,Other,Los Angeles,Regina Martin
e9de9a4f-f12a-4a98-8d7a-d2f782f50528,2025-02-01,US,ffae2f66-716f-4488-9688-c07c6cf4a0f7,Other,Beauty,446.11,3,345.08,78.6,Cash,Adult,Other,New York,Nicholas Gonzalez
f60b2f5a-ce09-4e96-98df-2dcd4da621d1,2025-01-02,US,6abb9025-a084-4b7c-9bf9-c457890d33bc,Consider,Home & Kitchen,420.82,6,371.73,17.08,Credit Card,Adult,Male,Chicago,Mary Becker
3678a1b3-52b7-47af-a3a3-be0a0b9569f9,2025-11-02,US,3e77f35f-8fe5-49c8-a48c-34c89b9028a7,Kid,Electronics,56.73,3,45.91,8.34,Mobile Payment,Senior,Female,New York,Christopher Wilkerson
67d4c3a1-2156-4809-9f46-c7c234a9b08b,2025-10-02,US,59543720-3e7e-42cf-9f41-18308e38d32c,Order,Home & Kitchen,416.23,5,317.18,18.76,Cash,Young,Male,Chicago,Kimberly Daniel
909dc570-a8dc-4179-a2d7-4e273506fb63,2025-08-02,US,f78d638e-e301-431a-9805-a450db7a2d69,Class,Toys,455.55,6,398.46,2.74,Credit Card,Young,Female,New York,Sabrina Bowers
82491fb5-e164-43b3-ae5f-22046b872647,2025-12-11,US,80f072c0-f1b4-43ce-b3b7-11971cfeb149,Audience,Electronics,491.37,9,331.93,42.93,Mobile Payment,Young,Other,Chicago,Nathaniel Boyd
6ad0365c-b3ba-4601-891b-09ec8cc1ec53,2025-01-12,US,795c81b3-fe80-4dc6-b466-56e89ddcb58d,Firm,Electronics,402.64,4,327.65,37.83,Mobile Payment,Adult,Other,New York,Maurice Clay
710068fc-4f03-430c-be8c-ba3e4f5b10d8,2025-12-11,US,da3e0cb5-54ab-482c-918f-661fe5efb403,A,Beauty,297.45,9,265.81,37.31,Credit Card,Young,Other,Los Angeles,Holly Hill
170d624c-d3ce-409b-8c95-dee5efd37d40,2025-03-03,US,2fb86580-aab7-4b57-a488-08403eafa907,Case,Clothing,340.74,6,283.31,8.84,Cash,Adult,Other,Los Angeles,Stephanie Wagner
201c8a39-92a2-4173-8669-460e658369c9,2025-02-12,US,530a48b4-d31c-4a23-abba-e53ef348fdb9,Strong,Clothing,180.28,9,110.9,1.71,Credit Card,Young,Other,Chicago,Justin Murray
2fb877f6-30fc-485a-953c-297b87fcae95,2025-05-07,US,97e9289a-2e85-47ea-b9b4-a76697b23add,Activity,Clothing,489.64,3,357.95,97.41,Credit Card,Senior,Male,Los Angeles,Brian Dominguez
f10497a4-e64e-43e2-b0a5-259aa8c0e8c0,2025-11-10,US,55602cdf-af30-47d5-9ee5-e3425984b7be,Event,Beauty,335.49,7,287.22,58.5,Mobile Payment,Adult,Other,New York,Megan Marshall
5e38978d-f34b-46b8-82e8-2728dd72716d,2025-02-12,US,32d4468d-50f7-4ba1-9e70-476e43add509,Author,Electronics,331.19,3,285.5,26.63,Mobile Payment,Senior,Male,Los Angeles,Daniel Hall
11a5d300-c880-4c9d-9cdb-58cc9259eba4,2025-03-05,US,09388ad4-67a5-46c6-8a2b-d22498280717,Instead,Beauty,340.82,10,269.65,62.73,Cash,Young,Male,New York,Tina Anderson
37b2cdcb-7ef4-47d2-af9b-7c12272648ca,2025-05-07,US,80cc7684-61a4-44b3-9d57-646e7fba9086,Enough,Clothing,310.28,3,227.8,46.13,Mobile Payment,Young,Male,Los Angeles,Ricardo Nielsen
5e2e4dd6-cd6b-4455-934c-8be92788459f,2025-10-09,US,5379e455-3879-44b2-9ad5-a758fd3252f0,Accept,Clothing,258.56,4,163.73,19.23,Credit Card,Senior,Male,Chicago,Angela Sanchez
324069e5-74eb-48f5-994d-6a89bb5f51e2,2025-06-06,US,cf43e00d-a6ce-46d2-9d5c-e5369b72313c,Tend,Clothing,205.07,2,171.97,30.73,Cash,Senior,Female,New York,Caroline Ray
fea128cd-5aa4-4fe1-b585-a248410b7c12,2025-08-09,US,e9826776-691f-40c5-96e3-a86cc0ef2356,Study,Home & Kitchen,439.1,7,388.58,60.02,Credit Card,Young,Male,Los Angeles,Sonya Greene
46016c7d-11d7-4e40-bf55-5930756bc235,2025-10-09,US,f9a51ed9-e3d3-45ef-b4ab-6af4e5c7e469,Follow,Sports,203.02,3,127.19,23.17,Mobile Payment,Senior,Other,Los Angeles,Jason Bell
6e4f1fff-7629-4b9e-9e30-80a93ffcd207,2025-12-11,US,ee16a4c8-f397-4ed7-8ce7-8dd3bbd8e288,Drug,Home & Kitchen,43.51,6,31.62,6.49,Cash,Adult,Female,Chicago,Brandon Sawyer
414f47ea-51f8-4fcb-940a-6c51c043c3c0,2025-10-09,US,3b594050-bcda-46c0-bf24-6e1df00df1b9,Particular,Toys,313.24,4,235.17,37.49,Mobile Payment,Adult,Male,Los Angeles,Tara English
371aeecd-545b-4301-825b-a787854c954b,2025-10-09,US,b3481ab5-de61-4060-b6cc-0b689778cbc0,Price,Beauty,322.8,10,210.3,22.22,Mobile Payment,Adult,Male,Los Angeles,Peter Williams
3b074a53-97aa-4f90-a672-ebd843f3f8db,2025-09-10,US,7beabbcf-1974-47ad-9a67-5dfbfb693550,Only,Toys,310.36,3,209.74,7,Credit Card,Adult,Other,Chicago,Johnathan Bernard
0e3755be-a65f-403e-80a4-ddd06e312ca7,2025-08-09,US,bffb0cc0-484d-4c16-99f0-2ef6903cb49d,Fear,Beauty,43.1,1,38.17,4.32,Credit Card,Adult,Other,New York,Elijah Gill
35638d58-e668-41ed-8d4f-aef891ec8e22,2025-10-09,US,223316a1-f2a5-4227-b625-654e61887259,Art,Clothing,67.18,2,48.1,9.23,Credit Card,Senior,Other,Los Angeles,Shannon Harper
410d9dc5-af3f-4da6-be9a-3e0451355eb4,2025-08-07,US,a16dbe81-49d4-489a-926f-776958c5537c,Family,Toys,320.14,1,275.92,56.68,Mobile Payment,Young,Male,Los Angeles,Steven Johnson
ae3d4177-3522-4280-b2d9-5743f959c20a,2025-09-08,US,d3f62f8b-b91b-44ef-82c5-1a9f8aefc84e,Minute,Electronics,436.73,4,341.45,73.03,Mobile Payment,Young,Female,Chicago,Richard Walker
c9858723-a144-40cf-a7ff-d1f49989a26b,2025-05-07,US,94ff1f2f-c159-44fb-b902-672298d9df82,Minute,Home & Kitchen,355.11,9,298.03,49.13,Mobile Payment,Young,Female,New York,Victor Mills
19a8e36f-7a91-43c5-9b41-0ec368182fb0,2025-08-07,US,4063a9f6-7ad3-4565-8b06-36bc74744932,Summer,Clothing,408.25,2,290.05,22.25,Credit Card,Senior,Female,Chicago,Jessica Mendez
27ef5993-449e-4ddf-a18d-fcb5d22a4a5a,2025-01-03,US,92c00ac1-2e4d-491e-9c75-b9f5d85a7ff5,Say,Electronics,291.42,7,190.69,4.39,Mobile Payment,Young,Other,Los Angeles,Jared Howell
89070569-b396-4c6a-a30e-f47861444cec,2025-05-05,US,42ca9e61-a238-49d0-8960-d6704f201422,Interest,Clothing,15.63,3,11.62,1.26,Credit Card,Adult,Male,Los Angeles,Ronald Lopez
a08d93e2-e255-4f24-a1f8-7e1b4c877028,2025-01-03,US,53b31b2d-1e9a-4692-8988-868fa74bf5a0,Soldier,Toys,397.89,3,295.55,46.54,Mobile Payment,Adult,Female,New York,Gary Brooks
